code;term;term_abbrevation;description;is_preferred;is_axis;is_mainclass;relation;association_kind;association_type;association_type_reverse;crossmapping_csv_id;translation_en;metadata_code
A-32c;T8;;;1;0;0;A-32;2;is part of;is parent of;;T8;32c
A-32d;T9;;;1;0;0;A-32;2;is part of;is parent of;;T9;32d
A-32e;T10;;;1;0;0;A-32;2;is part of;is parent of;;T10;32e
A-32f;T11;;;1;0;0;A-32;2;is part of;is parent of;;T11;32f
A-32g;T12;;;1;0;0;A-32;2;is part of;is parent of;;T12;32g
A-33;Lendenwirbelsäule (LWS);;;1;0;0;A-3;2;is part of;is parent of;;lumbar spine;33
A-330;nicht näher spezifiziert;;;1;0;0;A-33;2;is part of;is parent of;;unspecified;330
A-331;thorako-lumbaler Übergang;;;1;0;0;A-33;2;is part of;is parent of;;thoraco-lumbar conjunction;331
A-332;obere Lendenwirbelsäule;;;1;0;0;A-33;2;is part of;is parent of;;upper lumbar spine;332
A-333;untere Lendenwirbelsäule;;;1;0;0;A-33;2;is part of;is parent of;;lower lumbar spine;333
A-334;L1;;;1;0;0;A-33;2;is part of;is parent of;;L1;334
A-335;L2;;;1;0;0;A-33;2;is part of;is parent of;;L2;335
A-336;L3;;;1;0;0;A-33;2;is part of;is parent of;;L3;336
A-337;L4;;;1;0;0;A-33;2;is part of;is parent of;;L4;337
A-338;L5;;;1;0;0;A-33;2;is part of;is parent of;;L5;338
A-34;Kreuzbein;;;1;0;0;A-3;2;is part of;is parent of;;sacral spine;34
A-340;nicht näher spezifiziert;;;1;0;0;A-34;2;is part of;is parent of;;unspecified;340
A-341;lumbosacraler Übergang;;;1;0;0;A-34;2;is part of;is parent of;;lumbo-sacral conjunction;341
A-342;S1;;;1;0;0;A-34;2;is part of;is parent of;;S1;342
A-343;S2;;;1;0;0;A-34;2;is part of;is parent of;;S2;343
A-344;S3;;;1;0;0;A-34;2;is part of;is parent of;;S3;344
A-345;S4;;;1;0;0;A-34;2;is part of;is parent of;;S4;345
A-346;S5;;;1;0;0;A-34;2;is part of;is parent of;;S5;346
A-35;Steißbein;;;1;0;0;A-3;2;is part of;is parent of;;coccygeal bone;35
A-350;nicht näher spezifiziert;;;1;0;0;A-35;2;is part of;is parent of;;unspecified;350
A-351;S6;;;1;0;0;A-35;2;is part of;is parent of;;S6;351
A-4;obere Extremität (Arm);;;1;0;0;A;2;is part of;is parent of;;upper extremity (arm);4
A-40;nicht näher spezifiziert;;;1;0;0;A-4;2;is part of;is parent of;;unspecified;40
A-41;Hand;;;1;0;0;A-4;2;is part of;is parent of;;hand;41
A-410;nicht näher spezifiziert;;;1;0;0;A-41;2;is part of;is parent of;;unspecified;410
A-411;Finger (nicht näher spezifiziert);;;1;0;0;A-41;2;is part of;is parent of;;finger (unspecified);411
A-412;Mittelhand;;;1;0;0;A-41;2;is part of;is parent of;;middle hand;412
A-413;Handwurzel;;;1;0;0;A-41;2;is part of;is parent of;;carpal bones;413
A-414;linke Hand;;;1;0;0;A-41;2;is part of;is parent of;;left hand;414
A-415;rechte Hand;;;1;0;0;A-41;2;is part of;is parent of;;right hand;415
A-416;Finger (linke Hand);;;1;0;0;A-41;2;is part of;is parent of;;finger (left hand);416
A-417;Finger (rechte Hand);;;1;0;0;A-41;2;is part of;is parent of;;finger (right hand);417
A-418;Epiphyse kl. Finger, distal/intermed. Phalanx;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis fifth finger, distal/middle phalanx;418
A-419;Epiphyse kl. Finger, intermed./proximal Phalanx;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis fifth finger, middle/proximal phalanx;419
A-41a;Epiphyse kl. Finger, Phalanx/Mittelhand;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis fifth finger, phalanx/metacarpal;41a
A-41b;Epiphyse kl. Finger, Mittelhand/Handwurzel;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis fifth finger, metacarpal/carpal;41b
A-41c;Epiphyse Ringfinger, distal/intermed. Phalanx;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis fourth finger, distal/middle phalanx;41c
A-41d;Epiphyse Ringfinger, intermed./proximal Phalanx;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis fourth finger, middle/proximal phalanx;41d
A-41e;Epiphyse Ringfinger, Phalanx/Mittelhand;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis fourth finger, phalanx/metacarpal;41e
A-41f;Epiphyse Ringfinger, Mittelhand/Handwurzel;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis fourth finger, metacarpal/carpal;41f
A-41g;Epiphyse Mittelfinger, distal/intermed. Phalanx;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis third finger, distal/middle phalanx;41g
A-41h;Epiphyse Mittelfinger, intermed./proximal Phalanx;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis third finger, middle/proximal phalanx;41h
A-41i;Epiphyse Mittelfinger, Phalanx/Mittelhand;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis third finger, phalanx/metacarpal;41i
A-41j;Epiphyse Mittelfinger, Mittelhand/Handwurzel;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis third finger, metacarpal/carpal;41j
A-41k;Epiphyse Zeigefinger, distal/intermed. Phalanx;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis second finger, distal/middle phalanx;41k
A-41l;Epiphyse Zeigefinger, intermed./proximal Phalanx;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis second finger, middle/proximal phalanx;41l
A-41m;Epiphyse Zeigefinger, Phalanx/Mittelhand;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis second finger, phalanx/metacarpal;41m
A-41n;Epiphyse Zeigefinger, Mittelhand/Handwurzel;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis second finger, metacarpal/carpal;41n
A-41o;Epiphyse Daumen, distal/proximal Phalanx;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis thumb, distal/proximal phalanx;41o
A-41p;Epiphyse Daumen, Phalanx/Mittelhand;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis thumb, phalanx/metacarpal;41p
A-41q;Epiphyse Daumen, Mittelhand/Handwurzel;;;1;0;0;A-41;2;is part of;is parent of;;epiphysis thumb, metacarpal/carpal;41q
A-42;Handgelenk;;;1;0;0;A-4;2;is part of;is parent of;;radio carpal joint;42
A-420;nicht näher spezifiziert;;;1;0;0;A-42;2;is part of;is parent of;;unspecified;420
A-421;linkes Handgelenk;;;1;0;0;A-42;2;is part of;is parent of;;left carpal joint;421
A-422;rechtes Handgelenk;;;1;0;0;A-42;2;is part of;is parent of;;right carpal joint;422
A-43;Unterarm;;;1;0;0;A-4;2;is part of;is parent of;;forearm;43
A-430;nicht näher spezifiziert;;;1;0;0;A-43;2;is part of;is parent of;;unspecified;430
A-431;distaler Unterarm;;;1;0;0;A-43;2;is part of;is parent of;;distal forearm;431
A-432;proximaler Unterarm;;;1;0;0;A-43;2;is part of;is parent of;;proximal forearm;432
A-433;linker distaler Unterarm;;;1;0;0;A-43;2;is part of;is parent of;;left distal forearm;433
A-434;rechter distaler Unterarm;;;1;0;0;A-43;2;is part of;is parent of;;right distal forearm;434
A-435;linker proximaler Unterarm;;;1;0;0;A-43;2;is part of;is parent of;;left proximal forearm;435
A-436;rechter proximaler Unterarm;;;1;0;0;A-43;2;is part of;is parent of;;right proximal forearm;436
A-437;linker Unterarm;;;1;0;0;A-43;2;is part of;is parent of;;left forearm;437
A-438;rechter Unterarm;;;1;0;0;A-43;2;is part of;is parent of;;right forearm;438
A-44;Ellenbogen;;;1;0;0;A-4;2;is part of;is parent of;;elbow;44
A-440;nicht näher spezifiziert;;;1;0;0;A-44;2;is part of;is parent of;;unspecified;440
A-441;linker Ellenbogen;;;1;0;0;A-44;2;is part of;is parent of;;left elbow;441
A-442;rechter Ellenbogen;;;1;0;0;A-44;2;is part of;is parent of;;right elbow;442
A-45;Oberarm;;;1;0;0;A-4;2;is part of;is parent of;;upper arm;45
A-450;nicht näher spezifiziert;;;1;0;0;A-45;2;is part of;is parent of;;unspecified;450
A-451;linker Oberarm;;;1;0;0;A-45;2;is part of;is parent of;;left upper arm;451
A-452;rechter Oberarm;;;1;0;0;A-45;2;is part of;is parent of;;right upper arm;452
A-453;linker proximaler Oberarm;;;1;0;0;A-45;2;is part of;is parent of;;left proximal upper arm;453
A-454;rechter proximaler Oberarm;;;1;0;0;A-45;2;is part of;is parent of;;right proximal upper arm;454
A-455;linker distaler Oberarm;;;1;0;0;A-45;2;is part of;is parent of;;left distal upper arm;455
A-456;rechter distaler Oberarm;;;1;0;0;A-45;2;is part of;is parent of;;right distal upper arm;456
A-46;Schulter;;;1;0;0;A-4;2;is part of;is parent of;;shoulder;46
A-460;nicht näher spezifiziert;;;1;0;0;A-46;2;is part of;is parent of;;unspecified;460
A-461;Scapula;;;1;0;0;A-46;2;is part of;is parent of;;scapula;461
A-462;linkes Humeroscapulargelenk;;;1;0;0;A-46;2;is part of;is parent of;;left humero-scapular joint;462
A-463;rechtes Humeroscapulargelenk;;;1;0;0;A-46;2;is part of;is parent of;;right humero-scapular joint;463
A-464;linkes Acromioklavikulargelenk;;;1;0;0;A-46;2;is part of;is parent of;;left acromio-scapula joint;464
A-465;rechtes Acromioklavikulargelenk;;;1;0;0;A-46;2;is part of;is parent of;;right acromio-scapula joint;465
A-466;linke Scapula;;;1;0;0;A-46;2;is part of;is parent of;;left scapula;466
A-467;rechte Scapula;;;1;0;0;A-46;2;is part of;is parent of;;right scapula;467
A-5;Thorax;;;1;0;0;A;2;is part of;is parent of;;chest;5
A-50;nicht näher spezifiziert;;;1;0;0;A-5;2;is part of;is parent of;;unspecified;50
A-51;Knochen;;;1;0;0;A-5;2;is part of;is parent of;;bones;51
A-510;nicht näher spezifiziert;;;1;0;0;A-51;2;is part of;is parent of;;unspecified;510
A-511;Schlüsselbein;;;1;0;0;A-51;2;is part of;is parent of;;clavicle;511
A-512;Sternoclaviculärregion;;;1;0;0;A-51;2;is part of;is parent of;;sternoclavicle region;512
A-513;Brustbein;;;1;0;0;A-51;2;is part of;is parent of;;sternum;513
A-514;rechte Rippen;;;1;0;0;A-51;2;is part of;is parent of;;right ribs;514
A-515;linke Rippen;;;1;0;0;A-51;2;is part of;is parent of;;left ribs;515
A-516;linkes Schlüsselbein;;;1;0;0;A-51;2;is part of;is parent of;;left clavicle;516
A-517;rechtes Schlüsselbein;;;1;0;0;A-51;2;is part of;is parent of;;right clavicle;517
A-52;Lungen;;;1;0;0;A-5;2;is part of;is parent of;;lung;52
A-520;nicht näher spezifiziert;;;1;0;0;A-52;2;is part of;is parent of;;unspecified;520
A-521;Oberlappen;;;1;0;0;A-52;2;is part of;is parent of;;upper lobe;521
A-522;Mittellappen;;;1;0;0;A-52;2;is part of;is parent of;;middle lobe;522
A-523;Unterlappen;;;1;0;0;A-52;2;is part of;is parent of;;lower lobe;523
A-53;Hilus;;;1;0;0;A-5;2;is part of;is parent of;;hilum;53
A-530;nicht näher spezifiziert;;;1;0;0;A-53;2;is part of;is parent of;;unspecified;530
A-54;Mediastinum;;;1;0;0;A-5;2;is part of;is parent of;;mediastinum;54
A-540;nicht näher spezifiziert;;;1;0;0;A-54;2;is part of;is parent of;;unspecified;540
A-541;vorderes Mediastinum;;;1;0;0;A-54;2;is part of;is parent of;;anterior mediastinum;541
A-542;mittleres Mediastinum;;;1;0;0;A-54;2;is part of;is parent of;;middle mediastinum;542
A-543;hinteres Mediastinum;;;1;0;0;A-54;2;is part of;is parent of;;posterior mediastinum;543
A-55;Herz;;;1;0;0;A-5;2;is part of;is parent of;;heart;55
A-550;nicht näher spezifiziert;;;1;0;0;A-55;2;is part of;is parent of;;unspecified;550
A-56;Zwerchfell;;;1;0;0;A-5;2;is part of;is parent of;;diaphragm;56
A-560;nicht näher spezifiziert;;;1;0;0;A-56;2;is part of;is parent of;;unspecified;560
A-6;Brust (Mamma);;;1;0;0;A;2;is part of;is parent of;;breast (mamma);6
A-60;nicht näher spezifiziert;;;1;0;0;A-6;2;is part of;is parent of;;unspecified;60
A-61;rechte Brust;;;1;0;0;A-6;2;is part of;is parent of;;right breast;61
A-610;nicht näher spezifiziert;;;1;0;0;A-61;2;is part of;is parent of;;unspecified;610
A-611;Vergrößerung;;;1;0;0;A-61;2;is part of;is parent of;;zoom;611
A-62;linke Brust;;;1;0;0;A-6;2;is part of;is parent of;;left breast;62
A-620;nicht näher spezifiziert;;;1;0;0;A-62;2;is part of;is parent of;;unspecified;620
A-621;Vergrößerung;;;1;0;0;A-62;2;is part of;is parent of;;zoom;621
A-7;Bauch (Abdomen);;;1;0;0;A;2;is part of;is parent of;;abdomen;7
A-70;nicht näher spezifiziert;;;1;0;0;A-7;2;is part of;is parent of;;unspecified;70
A-71;Oberbauch;;;1;0;0;A-7;2;is part of;is parent of;;upper abdomen;71
A-710;nicht näher spezifiziert;;;1;0;0;A-71;2;is part of;is parent of;;unspecified;710
A-711;rechter Oberbauch;;;1;0;0;A-71;2;is part of;is parent of;;upper right quadrant;711
A-712;mittlerer Oberbauch;;;1;0;0;A-71;2;is part of;is parent of;;upper middle quadrant;712
A-713;linker Oberbauch;;;1;0;0;A-71;2;is part of;is parent of;;upper left quadrant;713
A-72;Mittelbauch;;;1;0;0;A-7;2;is part of;is parent of;;middle abdomen;72
A-720;nicht näher spezifiziert;;;1;0;0;A-72;2;is part of;is parent of;;unspecified;720
A-721;rechter Mittelbauch;;;1;0;0;A-72;2;is part of;is parent of;;middle right quadrant;721
A-722;mittlerer Mittelbauch (Nabelregion);;;1;0;0;A-72;2;is part of;is parent of;;peri navel region;722
A-723;linker Mittelbauch;;;1;0;0;A-72;2;is part of;is parent of;;middle left quadrant;723
A-73;Unterbauch;;;1;0;0;A-7;2;is part of;is parent of;;lower abdomen;73
A-730;nicht näher spezifiziert;;;1;0;0;A-73;2;is part of;is parent of;;unspecified;730
A-731;rechter Unterbauch;;;1;0;0;A-73;2;is part of;is parent of;;lower right quadrant;731
A-732;mittlerer Unterbauch;;;1;0;0;A-73;2;is part of;is parent of;;lower middle quadrant;732
A-733;linker Unterbauch;;;1;0;0;A-73;2;is part of;is parent of;;lower left quadrant;733
A-74;linkes Hemiabdomen;;;1;0;0;A-7;2;is part of;is parent of;;left hemi abdomen;74
A-740;nicht näher spezifiziert;;;1;0;0;A-74;2;is part of;is parent of;;unspecified;740
A-75;rechtes Hemiabdomen;;;1;0;0;A-7;2;is part of;is parent of;;right hemi abdomen;75
A-750;nicht näher spezifiziert;;;1;0;0;A-75;2;is part of;is parent of;;unspecified;750
A-8;Becken (Pelvis);;;1;0;0;A;2;is part of;is parent of;;pelvis;8
A-80;nicht näher spezifiziert;;;1;0;0;A-8;2;is part of;is parent of;;unspecified;80
A-81;Kreuzbein;;;1;0;0;A-8;2;is part of;is parent of;;sarcral bone;81
A-810;nicht näher spezifiziert;;;1;0;0;A-81;2;is part of;is parent of;;unspecified;810
A-811;Iliosacral-Übergang;;;1;0;0;A-81;2;is part of;is parent of;;iliosacral junction;811
A-82;Darmbeinschaufel;;;1;0;0;A-8;2;is part of;is parent of;;iliac bone;82
A-820;nicht näher spezifiziert;;;1;0;0;A-82;2;is part of;is parent of;;unspecified;820
A-83;Schambein;;;1;0;0;A-8;2;is part of;is parent of;;pubic bone;83
A-830;nicht näher spezifiziert;;;1;0;0;A-83;2;is part of;is parent of;;unspecified;830
A-831;Symphyse;;;1;0;0;A-83;2;is part of;is parent of;;symphysis;831
A-84;Sitzbein;;;1;0;0;A-8;2;is part of;is parent of;;ischial bone;84
A-840;nicht näher spezifiziert;;;1;0;0;A-84;2;is part of;is parent of;;unspecified;840
A-9;untere Extremität (Bein);;;1;0;0;A;2;is part of;is parent of;;lower extremity (leg);9
A-90;nicht näher spezifiziert;;;1;0;0;A-9;2;is part of;is parent of;;unspecified;90
A-91;Fuß;;;1;0;0;A-9;2;is part of;is parent of;;foot;91
A-910;nicht näher spezifiziert;;;1;0;0;A-91;2;is part of;is parent of;;unspecified;910
A-911;Zehe;;;1;0;0;A-91;2;is part of;is parent of;;toe;911
A-912;Mittelfuß;;;1;0;0;A-91;2;is part of;is parent of;;middle foot;912
A-913;Fußwurzel;;;1;0;0;A-91;2;is part of;is parent of;;tarsal bones;913
A-914;linker Fuß;;;1;0;0;A-91;2;is part of;is parent of;;left foot;914
A-915;rechter Fuß;;;1;0;0;A-91;2;is part of;is parent of;;right foot;915
A-916;Vorfuß;;;1;0;0;A-91;2;is part of;is parent of;;forefoot;916
A-917;Ferse;;;1;0;0;A-91;2;is part of;is parent of;;calcaneus;917
A-918;linker Vorfuß;;;1;0;0;A-91;2;is part of;is parent of;;left forefoot;918
A-919;rechter Vorfuß;;;1;0;0;A-91;2;is part of;is parent of;;right forefoot;919
A-91a;linke Fußwurzel;;;1;0;0;A-91;2;is part of;is parent of;;left tarsal bones;91a
A-91b;rechte Fußwurzel;;;1;0;0;A-91;2;is part of;is parent of;;right tarsal bones;91b
A-92;Sprunggelenk;;;1;0;0;A-9;2;is part of;is parent of;;ankle joint;92
A-920;nicht näher spezifiziert;;;1;0;0;A-92;2;is part of;is parent of;;unspecified;920
A-921;linkes Sprunggelenk;;;1;0;0;A-92;2;is part of;is parent of;;left ankle joint;921
A-922;rechtes Sprunggelenk;;;1;0;0;A-92;2;is part of;is parent of;;right unkle joint;922
A-93;Unterschenkel;;;1;0;0;A-9;2;is part of;is parent of;;lower leg;93
A-930;nicht näher spezifiziert;;;1;0;0;A-93;2;is part of;is parent of;;unspecified;930
A-931;distaler Unterschenkel;;;1;0;0;A-93;2;is part of;is parent of;;distal lower leg;931
A-932;proximaler Unterschenkel;;;1;0;0;A-93;2;is part of;is parent of;;proximal lower leg;932
A-933;linker distaler Unterschenkel;;;1;0;0;A-93;2;is part of;is parent of;;left distal lower leg;933
A-934;rechter distaler Unterschenken;;;1;0;0;A-93;2;is part of;is parent of;;right distal lower leg;934
A-935;linker proximaler Unterschenkel;;;1;0;0;A-93;2;is part of;is parent of;;left proximal lower leg;935
A-936;rechter proximaler Unterschenken;;;1;0;0;A-93;2;is part of;is parent of;;right proximal lower leg;936
A-94;Knie;;;1;0;0;A-9;2;is part of;is parent of;;knee;94
A-940;nicht näher spezifiziert;;;1;0;0;A-94;2;is part of;is parent of;;unspecified;940
A-941;Kniescheibe (Patella);;;1;0;0;A-94;2;is part of;is parent of;;patella;941
A-942;linkes Knie;;;1;0;0;A-94;2;is part of;is parent of;;left knee;942
A-943;rechtes Knie;;;1;0;0;A-94;2;is part of;is parent of;;right knee;943
A-95;Oberschenkel;;;1;0;0;A-9;2;is part of;is parent of;;upper leg;95
A-950;nicht näher spezifiziert;;;1;0;0;A-95;2;is part of;is parent of;;unspecified;950
A-951;distaler Oberschenkel;;;1;0;0;A-95;2;is part of;is parent of;;distal upper leg;951
A-952;proximaler Oberschenkel;;;1;0;0;A-95;2;is part of;is parent of;;proximal upper leg;952
A-953;linker distaler Oberschenkel;;;1;0;0;A-95;2;is part of;is parent of;;left distal upper leg;953
A-954;rechter distaler Oberschenkel;;;1;0;0;A-95;2;is part of;is parent of;;right distal upper leg;954
A-955;linker proximlaer Oberschenkel;;;1;0;0;A-95;2;is part of;is parent of;;left proximal upper leg;955
A-956;rechter proximaler Oberschenkel;;;1;0;0;A-95;2;is part of;is parent of;;right proximal upper leg;956
A-96;Hüfte;;;1;0;0;A-9;2;is part of;is parent of;;hip;96
A-960;nicht näher spezifiziert;;;1;0;0;A-96;2;is part of;is parent of;;unspecified;960
A-961;linke Hüfte;;;1;0;0;A-96;2;is part of;is parent of;;left hip;961
A-962;rechte Hüfte;;;1;0;0;A-96;2;is part of;is parent of;;right hip;962
A-a;Gewebe;;;1;0;0;A;2;is part of;is parent of;;tissue;a
A-a0;nicht näher spezifiziert;;;1;0;0;A-a;2;is part of;is parent of;;unspecified;a0
A-a1;Zellverband;;;1;0;0;A-a;2;is part of;is parent of;;aggregate of cells;a1
A-a10;nicht näher spezifiziert;;;1;0;0;A-a1;2;is part of;is parent of;;unspecified;a10
A-a2;Zelle;;;1;0;0;A-a;2;is part of;is parent of;;cell;a2
A-a20;nicht näher spezifiziert;;;1;0;0;A-a2;2;is part of;is parent of;;unspecified;a20
A-a3;Desoxyribonukleinsäure (DNS);;;1;0;0;A-a;2;is part of;is parent of;;desoxyribonucleid acid (DNA);a3
A-a30;nicht näher spezifiziert;;;1;0;0;A-a3;2;is part of;is parent of;;unspecified;a30
A-b;Hand;;;1;0;0;A;2;is part of;is parent of;;hand;b
A-b0;nicht näher spezifiziert;;;1;0;0;A-b;2;is part of;is parent of;;unspecified;b0
A-b1;beide Hände;;;1;0;0;A-b;2;is part of;is parent of;;both hands;b1
A-b10;nicht näher spezifiziert;;;1;0;0;A-b1;2;is part of;is parent of;;unspecified;b10
A-b2;linke Hand;;;1;0;0;A-b;2;is part of;is parent of;;left hand;b2
A-b20;nicht näher spezifiziert;;;1;0;0;A-b2;2;is part of;is parent of;;unspecified;b20
A-b21;Daumen;;;1;0;0;A-b2;2;is part of;is parent of;;thumb;b21
A-b22;Zeigefinger;;;1;0;0;A-b2;2;is part of;is parent of;;second finger;b22
A-b23;Mittelfinger;;;1;0;0;A-b2;2;is part of;is parent of;;third finger;b23
A-b24;Ringfinger;;;1;0;0;A-b2;2;is part of;is parent of;;fourth finger;b24
A-b25;kleiner Finger;;;1;0;0;A-b2;2;is part of;is parent of;;fifth finger;b25
A-b3;rechte Hand;;;1;0;0;A-b;2;is part of;is parent of;;right Hand;b3
A-b30;nicht näher spezifiziert;;;1;0;0;A-b3;2;is part of;is parent of;;unspecified;b30
A-b31;Daumen;;;1;0;0;A-b3;2;is part of;is parent of;;thumb;b31
A-b32;Zeigefinger;;;1;0;0;A-b3;2;is part of;is parent of;;second finger;b32
A-b33;Mittelfinger;;;1;0;0;A-b3;2;is part of;is parent of;;third finger;b33
A-b34;Ringfinger;;;1;0;0;A-b3;2;is part of;is parent of;;fourth finger;b34
A-b35;kleiner Finger;;;1;0;0;A-b3;2;is part of;is parent of;;fifth finger;b35
B;biosystem;;;1;1;0;;;;;;unspecified;B
B-0;nicht näher spezifiziert;;;1;0;0;B;2;is part of;is parent of;;0
B-1;Zerebrospinales System;;;1;0;0;B;2;is part of;is parent of;;cerebrospinal system;1
B-10;nicht näher spezifiziert;;;1;0;0;B-1;2;is part of;is parent of;;unspecified;10
B-11;ZNS;;;1;0;0;B-1;2;is part of;is parent of;;central nervous system;11
B-110;nicht näher spezifiziert;;;1;0;0;B-11;2;is part of;is parent of;;unspecified;110
B-111;Metencephalon, Großhirn;;;1;0;0;B-11;2;is part of;is parent of;;metencephalon, cerebrum;111
B-112;Mesencephalon, Zwischenhirn;;;1;0;0;B-11;2;is part of;is parent of;;mesencephalon, diencephalon;112
B-113;Neurohypophyse;;;1;0;0;B-11;2;is part of;is parent of;;neurohypophysis, posterior pituitary gland;113
B-114;Cerebellum;;;1;0;0;B-11;2;is part of;is parent of;;cerebellum;114
B-115;Pons;;;1;0;0;B-11;2;is part of;is parent of;;pons;115
B-116;Medulla oblongata;;;1;0;0;B-11;2;is part of;is parent of;;medulla oblongata;116
B-117;Rückenmark, cervikal;;;1;0;0;B-11;2;is part of;is parent of;;spinal cord, cervical;117
B-118;Rückenmark, thorakal;;;1;0;0;B-11;2;is part of;is parent of;;spinal cord, thoracic;118
B-119;Rückenmark, lumbal;;;1;0;0;B-11;2;is part of;is parent of;;spinal cord, lumbal;119
B-11a;Rückenmark, sacral (Cauda Equina);;;1;0;0;B-11;2;is part of;is parent of;;spinal cord, sacral (cauda equina);11a
B-12;Sinnesorgane;;;1;0;0;B-1;2;is part of;is parent of;;sense organs;12
B-120;nicht näher spezifiziert;;;1;0;0;B-12;2;is part of;is parent of;;unspecified;120
B-121;Gleichgewichtsorgan;;;1;0;0;B-12;2;is part of;is parent of;;vestibular sense;121
B-122;Hörorgan;;;1;0;0;B-12;2;is part of;is parent of;;hearing sense;122
B-123;Geschmacksorgan;;;1;0;0;B-12;2;is part of;is parent of;;gustatory sense;123
B-124;Tastorgan;;;1;0;0;B-12;2;is part of;is parent of;;tactile sense;124
B-125;Sehorgan (Auge);;;1;0;0;B-12;2;is part of;is parent of;;vision sense;125
B-126;Geruchsorgan;;;1;0;0;B-12;2;is part of;is parent of;;olfactory sense;126
B-13;Vegetatives Nervensystem;;;1;0;0;B-1;2;is part of;is parent of;;vegetative nervous system;13
B-130;nicht näher spezifiziert;;;1;0;0;B-13;2;is part of;is parent of;;unspecified;130
B-131;Grenzstrang;;;1;0;0;B-13;2;is part of;is parent of;;sympathic chain;131
B-132;Glomus jugulare;;;1;0;0;B-13;2;is part of;is parent of;;glomus jugulare;132
B-133;Glomus caroticum;;;1;0;0;B-13;2;is part of;is parent of;;glomus caroticum;133
B-134;Ganglion stellatum;;;1;0;0;B-13;2;is part of;is parent of;;ganglion stellatum;134
B-135;Ganglion coeliacum;;;1;0;0;B-13;2;is part of;is parent of;;ganglion coeliacum;135
B-136;Zuckerkandlsches Organ;;;1;0;0;B-13;2;is part of;is parent of;;organ of Zuckerkandl;136
B-137;Nebennierenmark;;;1;0;0;B-13;2;is part of;is parent of;;adrenal medulla;137
B-2;Kardiovaskuläres System;;;1;0;0;B;2;is part of;is parent of;;cardiovascular system;2
B-20;nicht näher spezifiziert;;;1;0;0;B-2;2;is part of;is parent of;;unspecified;20
B-21;Herz;;;1;0;0;B-2;2;is part of;is parent of;;heart;21
B-210;nicht näher spezifiziert;;;1;0;0;B-21;2;is part of;is parent of;;unspecified;210
B-211;Pericard;;;1;0;0;B-21;2;is part of;is parent of;;pericardium;211
B-212;Vorhof (links, Herzohr, rechts);;;1;0;0;B-21;2;is part of;is parent of;;atrium;212
B-213;Valvula mitralis;;;1;0;0;B-21;2;is part of;is parent of;;mitral valve;213
B-214;Valvula tricuspidalis;;;1;0;0;B-21;2;is part of;is parent of;;tricuspidal valve;214
B-215;Ventrikel (links/rechts);;;1;0;0;B-21;2;is part of;is parent of;;ventricle;215
B-216;Aortenklappe;;;1;0;0;B-21;2;is part of;is parent of;;aortic valve;216
B-217;Pulmonalklappe;;;1;0;0;B-21;2;is part of;is parent of;;pulmonary valve;217
B-22;Arterien;;;1;0;0;B-2;2;is part of;is parent of;;arteries;22
B-220;nicht näher spezifiziert;;;1;0;0;B-22;2;is part of;is parent of;;unspecified;220
B-221;Aorta ascendens;;;1;0;0;B-22;2;is part of;is parent of;;ascending aorta;221
B-222;Arcus aortae;;;1;0;0;B-22;2;is part of;is parent of;;aortic arche;222
B-223;Truncus brachiocephalicus;;;1;0;0;B-22;2;is part of;is parent of;;brachiocephalic trunk;223
B-224;Arteria carotis communis;;;1;0;0;B-22;2;is part of;is parent of;;common carotic artery;224
B-225;Ligamentum Botalli & Ductus Botalli;;;1;0;0;B-22;2;is part of;is parent of;;botalli ligament & ductus arteriosus;225
B-226;Aorta descendens;;;1;0;0;B-22;2;is part of;is parent of;;descending aorta;226
B-227;Truncus bronchialis;;;1;0;0;B-22;2;is part of;is parent of;;bronchial trunk;227
B-228;Aorta abdominalis;;;1;0;0;B-22;2;is part of;is parent of;;abdominal aorta;228
B-229;Truncus coeliacus;;;1;0;0;B-22;2;is part of;is parent of;;celiac trunk;229
B-22a;Arteria iliaca communis;;;1;0;0;B-22;2;is part of;is parent of;;common iliac artery;22a
B-22b;sonstige Arterien;;;1;0;0;B-22;2;is part of;is parent of;;other arteries;22b
B-23;Venen;;;1;0;0;B-2;2;is part of;is parent of;;veins;23
B-230;nicht näher spezifiziert;;;1;0;0;B-23;2;is part of;is parent of;;unspecified;230
B-231;Vena anonyma;;;1;0;0;B-23;2;is part of;is parent of;;anonymus vein;231
